query,match_type,impressions,clicks,Currency code,avg_cpc,keyword_group,ctr,opportunity_clicks
kaiber ai,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
jibyte free,Broad match,2,1,USD,0.1,coding ai,0.5,1
inteligencia artificial para sql,Broad match,2,1,USD,0.5,ai software,0.5,1
best code generator ai,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
inteligência artificial programação,Broad match,2,0,USD,0.0,ai software,0.0,2
ai game development,Exact match,2,0,USD,0.0,AI game development,0.0,2
compilar python online,Broad match,2,1,USD,0.1,AI coding tools,0.5,1
linux with ai,Broad match,2,0,USD,0.0,ai software,0.0,2
ai analyzer,Broad match,2,0,USD,0.0,ai software,0.0,2
ai excel bot,Broad match,2,0,USD,0.0,AI software tools,0.0,2
ai architecture,Broad match,2,0,USD,0.0,ai software,0.0,2
ai depot,Broad match,2,0,USD,0.0,ai software,0.0,2
matlab code generator online,Broad match,2,0,USD,0.0,coding ai,0.0,2
kling ai alternative,Broad match,2,0,USD,0.0,ai software,0.0,2
ai code detector,Broad match,2,1,USD,0.1,coding ai,0.5,1
crear codigo de programacion,Broad match,2,0,USD,0.0,AI code writing,0.0,2
ia copilot,Broad match,2,0,USD,0.0,ai programs,0.0,2
improve ppt with ai,Broad match,2,0,USD,0.0,ai software,0.0,2
artificial intelligence operating system download,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
phind ai,Broad match,2,0,USD,0.0,ai software,0.0,2
create games with ai,Broad match,2,0,USD,0.0,artificial intelligence programming,0.0,2
prompt engineering jobs,Broad match,2,0,USD,0.0,ai engineer,0.0,2
black box aı,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
ai architecture rendering free,Broad match,2,0,USD,0.0,ai software,0.0,2
alternativa a vectorizer ai,Broad match,2,0,USD,0.0,AI software tools,0.0,2
ai programları,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
ai for programming code free,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
amazon web services aws ai,Broad match,2,0,USD,0.0,AI coding assistant,0.0,2
mejor ia para programar python,Broad match,2,0,USD,0.0,ai programs,0.0,2
microsoft bing ai creator,Broad match,2,1,USD,0.1,AI software tools,0.5,1
download ai app for pc,Broad match,2,0,USD,0.0,ai software,0.0,2
crear apps con inteligencia artificial,Broad match,2,0,USD,0.0,ai software,0.0,2
generador de imagenes ai,Broad match,2,0,USD,0.0,AI software tools,0.0,2
sample ai,Broad match,2,0,USD,0.0,ai apps,0.0,2
sama ai,Broad match,2,0,USD,0.0,AI software tools,0.0,2
game creator ai,Broad match,2,0,USD,0.0,AI development tools,0.0,2
ia para gerar slides gratuitos,Broad match,2,0,USD,0.0,ai software,0.0,2
jimple ai,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
ai for code correction,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
programming ia,Broad match,2,0,USD,0.0,ai software,0.0,2
top ai tool,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
ai code chat,Broad match,2,0,USD,0.0,ai software,0.0,2
ai web development,Broad match,2,0,USD,0.0,ai software,0.0,2
text to app,Broad match,2,0,USD,0.0,ai apps,0.0,2
openai_api_key sk,Broad match,2,0,USD,0.0,coding ai,0.0,2
programming ki,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
humanize ai text free,Broad match,2,0,USD,0.0,AI coding assistant,0.0,2
appy pie app maker,Broad match,2,0,USD,0.0,ai apps,0.0,2
ia que monta graficos,Broad match,2,0,USD,0.0,ai programs,0.0,2
ai website maker,Broad match,2,0,USD,0.0,AI code writing,0.0,2
ai coder online,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
appypie,Broad match,2,0,USD,0.0,AI for developers,0.0,2
durable ia,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
ai free,Broad match,2,0,USD,0.0,AI software tools,0.0,2
llama ai,Broad match,2,0,USD,0.0,ai software,0.0,2
bito ai,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
ia de codigo python,Broad match,2,0,USD,0.0,coding ai,0.0,2
software engineer ai,Broad match,2,1,USD,0.35,ai software,0.5,1
sona ai,Broad match,2,0,USD,0.0,ai apps,0.0,2
better than langchain,Broad match,2,0,USD,0.0,ai software,0.0,2
forefront ai,Broad match,2,0,USD,0.0,ai software,0.0,2
copilot microsoft ai,Broad match,2,0,USD,0.0,ai software,0.0,2
free redeem code generator ai,Phrase match (close variant),2,0,USD,0.0,AI code writing,0.0,2
photo to code ai,Phrase match (close variant),2,0,USD,0.0,coding ai,0.0,2
snippet code,Broad match,2,0,USD,0.0,AI code optimization,0.0,2
google ai platform,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
ia que hace imagenes,Broad match,2,0,USD,0.0,AI software helper,0.0,2
synthetic data generation,Broad match,2,0,USD,0.0,AI for data analysis,0.0,2
microsoft copilot,Broad match,2,0,USD,0.0,AI coding assistant,0.0,2
fastai,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
inteligencia artificial que faz fluxograma,Broad match,2,0,USD,0.0,ai programs,0.0,2
ai tools for programmers,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
ai code builder,Phrase match (close variant),2,1,USD,0.87,ai software,0.5,1
flow ai,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
como programar con ia,Broad match,2,0,USD,0.0,ai software,0.0,2
datarobot paxata,Broad match,2,1,USD,1.3,AI for data analysis,0.5,1
junit test generator,Broad match,2,0,USD,0.0,AI unit testing,0.0,2
linux ai,Broad match,2,0,USD,0.0,ai software,0.0,2
software development ai tools,Phrase match,2,0,USD,0.0,ai software,0.0,2
devin ai,Broad match,2,0,USD,0.0,ai tools,0.0,2
copilot ai free,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
ai development companies in india,Broad match,2,0,USD,0.0,ai software,0.0,2
html code generator ai,Phrase match (close variant),2,1,USD,0.35,ai software,0.5,1
sql ai free,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
simplified ai,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
julius a i,Broad match,2,0,USD,0.0,ai software,0.0,2
ai suite 3 download,Phrase match,2,0,USD,0.0,ai download,0.0,2
kore ai,Broad match,2,0,USD,0.0,AI development tools,0.0,2
ai para codigos,Broad match,2,1,USD,0.1,ai apps,0.5,1
ia quantum,Broad match,2,0,USD,0.0,ai tools,0.0,2
chatgpt equivalent tools,Broad match,2,0,USD,0.0,ai software,0.0,2
ai artificial intelligence app,Broad match,2,1,USD,0.37,ai software,0.5,1
beautiful ai free,Broad match,2,0,USD,0.0,AI software tools,0.0,2
syllaby io,Broad match,2,0,USD,0.0,ai programs,0.0,2
ai pembuat coding,Phrase match,2,0,USD,0.0,coding ai,0.0,2
ai code generator lua,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
abaqus ai,Broad match,2,0,USD,0.0,ai software,0.0,2
ia para codigo python,Broad match,2,0,USD,0.0,ai software,0.0,2
ai magicx,Broad match,2,0,USD,0.0,ai software,0.0,2
criar melodias com ia,Broad match,2,2,USD,0.32,ai programs,1.0,0
inteligencia artificial que faz planilhas,Broad match,2,0,USD,0.0,ai programs,0.0,2
copilot descargar gratis,Broad match,2,0,USD,0.0,AI coding tools,0.0,2
labs ai,Broad match,2,0,USD,0.0,AI software tools,0.0,2
yapay zeka download,Phrase match (close variant),2,0,USD,0.0,ai download,0.0,2
nocode ai,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
ia criadora de slide,Broad match,2,0,USD,0.0,ai software,0.0,2
melhores sites de inteligencia artificial,Broad match,2,0,USD,0.0,ai apps,0.0,2
jbyte ai,Broad match,2,0,USD,0.0,AI development tools,0.0,2
ai software testing,Phrase match,2,0,USD,0.0,ai software,0.0,2
fal ai flux,Broad match,2,0,USD,0.0,AI software tools,0.0,2
criar slides com ia grátis,Broad match,2,1,USD,0.51,ai software,0.5,1
llama cpp ai,Broad match,2,1,USD,0.1,AI coding tools,0.5,1
mblock 5 ai,Broad match,2,0,USD,0.0,ai software,0.0,2
claud ai,Broad match,2,0,USD,0.0,ai apps,0.0,2
ia para javascript,Phrase match (close variant),2,2,USD,0.61,ai software,1.0,0
sendsteps ai powered interactive presentation tool,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
inteligência artificial de slides,Broad match,2,1,USD,0.26,ai software,0.5,1
ai project generator free,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
app para humanizar textos de chatgpt,Broad match,2,1,USD,0.1,ai apps,0.5,1
poly ai pc,Broad match,2,0,USD,0.0,ai apps,0.0,2
bearly ai,Broad match,2,0,USD,0.0,AI development tools,0.0,2
promeai free,Phrase match (close variant),2,0,USD,0.0,ai tools,0.0,2
best ai website,Broad match,2,0,USD,0.0,ai software,0.0,2
codota ai,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
app icon generator ai,Broad match,2,0,USD,0.0,ai apps,0.0,2
editor de ia,Broad match,2,0,USD,0.0,ai programs,0.0,2
ai 3d modelling,Broad match,2,0,USD,0.0,ai software,0.0,2
blackbox code,Broad match,2,0,USD,0.0,coding ai,0.0,2
free ai app,Phrase match,2,0,USD,0.0,ai apps,0.0,2
ai website for students,Broad match,2,0,USD,0.0,ai software,0.0,2
enhance render with ai,Broad match,2,0,USD,0.0,AI code enhancement,0.0,2
ai web automation,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
ia para crear código de programación gratis,Broad match,2,0,USD,0.0,coding ai,0.0,2
jibyte ai,Broad match,2,0,USD,0.0,AI coding tools,0.0,2
dify ai alternatives,Broad match,2,0,USD,0.0,ai software,0.0,2
nomic ai,Broad match,2,0,USD,0.0,ai software,0.0,2
inteligência artificial para programadores,Broad match,2,2,USD,0.37,artificial intelligence programming,1.0,0
ai setter,Broad match,2,0,USD,0.0,AI software tools,0.0,2
similar to blackbox ai,Phrase match (close variant),2,1,USD,0.1,ai software,0.5,1
crear imagen inteligencia artificial,Broad match,2,0,USD,0.0,AI software helper,0.0,2
inteligencia artificial imagenes,Broad match,2,0,USD,0.0,AI software tools,0.0,2
rose ai,Broad match,2,0,USD,0.0,ai tools,0.0,2
ai create diagrams,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
descargar programa de inteligencia artificial para pc,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
ia parecido com chat gpt,Broad match,2,0,USD,0.0,ai apps,0.0,2
ai analyzer,Broad match,2,0,USD,0.0,AI for data analysis,0.0,2
logicballs,Broad match,2,0,USD,0.0,AI software tools,0.0,2
ai code generator html,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
debug code ai,Broad match,2,0,USD,0.0,ai software,0.0,2
coding gpt,Phrase match (close variant),2,0,USD,0.0,ai programs,0.0,2
inteligencia artificial que cria codigos,Broad match,2,1,USD,0.22,coding ai,0.5,1
ai test case generation,Broad match,2,0,USD,0.0,ai software,0.0,2
ai based startup,Broad match,2,0,USD,0.0,ai software,0.0,2
ai projects,Broad match,2,0,USD,0.0,AI development aid,0.0,2
mindgrasp ai free alternative,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
coral ai,Broad match,2,0,USD,0.0,AI software tools,0.0,2
nodejs ia,Broad match,2,0,USD,0.0,ai software,0.0,2
ai app download for pc,Broad match,2,0,USD,0.0,ai software,0.0,2
build my own gpt,Broad match,2,0,USD,0.0,ai apps,0.0,2
ui ux design with ai,Broad match,2,0,USD,0.0,ai software engineer,0.0,2
css code generator,Broad match,2,0,USD,0.0,AI code writing,0.0,2
dify ai alternative,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
mindgrasp ai,Phrase match (close variant),2,0,USD,0.0,ai apps,0.0,2
django ai,Broad match,2,0,USD,0.0,ai apps,0.0,2
blackbox ai html,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
squaad ai,Broad match,2,0,USD,0.0,ai apps,0.0,2
davince ia,Broad match,2,0,USD,0.0,AI software tools,0.0,2
ia pour coder,Broad match,2,0,USD,0.0,ai software,0.0,2
inteligência artificial free,Broad match,2,1,USD,0.16,ai apps,0.5,1
neural network platform,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
aurora ai,Broad match,2,0,USD,0.0,ai software,0.0,2
inteligencia artificial para criar planilhas,Broad match,2,0,USD,0.0,ai programs,0.0,2
fluxograma ai,Broad match,2,0,USD,0.0,ai tools,0.0,2
ai free tools,Phrase match (close variant),2,0,USD,0.0,AI software tools,0.0,2
copilot chat,Broad match,2,0,USD,0.0,AI coding assistant,0.0,2
chat gpt python,Broad match,2,0,USD,0.0,coding ai,0.0,2
id python online,Broad match,2,0,USD,0.0,AI-powered coding,0.0,2
analyze python code,Broad match,2,0,USD,0.0,AI code review,0.0,2
belgium ai,Broad match,2,0,USD,0.0,ai apps,0.0,2
ia para crear programas,Broad match,2,0,USD,0.0,ai software,0.0,2
uizard alternatives,Broad match,2,0,USD,0.0,ai software,0.0,2
inteligência artificial para criar gráficos,Broad match,2,0,USD,0.0,ai programs,0.0,2
copilot microsoft,Broad match,2,0,USD,0.0,ai software,0.0,2
programming ai tools free,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
jetbrains ai,Broad match,2,0,USD,0.0,ai programs,0.0,2
create code with ai,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
offline ai,Broad match,2,0,USD,0.0,ai software,0.0,2
code generator ai python,Phrase match (close variant),2,1,USD,0.17,ai software,0.5,1
ai course,Broad match,2,0,USD,0.0,ai software,0.0,2
como hacer una ia,Broad match,2,0,USD,0.0,ai software,0.0,2
bubble ai app,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
generar imagenes con inteligencia artificial,Broad match,2,0,USD,0.0,AI software tools,0.0,2
ia api,Broad match,2,0,USD,0.0,ai software,0.0,2
ki spiele programmieren,Broad match,2,0,USD,0.0,AI game development,0.0,2
retopology ai,Broad match,2,0,USD,0.0,AI development tools,0.0,2
ai like chatgpt,Broad match,2,0,USD,0.0,ai software,0.0,2
free ai programmer,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
ai sre,Broad match,2,0,USD,0.0,ai apps,0.0,2
blackbox ai python,Phrase match (close variant),2,0,USD,0.0,coding ai,0.0,2
local code ai,Broad match,2,0,USD,0.0,ai software,0.0,2
sketch to code,Broad match,2,0,USD,0.0,coding ai,0.0,2
beagle ai,Broad match,2,0,USD,0.0,AI software tools,0.0,2
ai frontend generator,Phrase match (close variant),2,0,USD,0.0,ai tools,0.0,2
adalo ai,Broad match,2,1,USD,0.57,ai tools,0.5,1
artificial intelligence software for pc free download,Phrase match,2,0,USD,0.0,ai software,0.0,2
usar inteligencia artificial gratis,Broad match,2,1,USD,0.1,ai software,0.5,1
guidde ai,Broad match,2,0,USD,0.0,ai tools,0.0,2
ai regex generator,Broad match,2,0,USD,0.0,coding ai,0.0,2
best ai tools for programming,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
inteligencia artificial codigo programacion,Broad match,2,0,USD,0.0,ai software,0.0,2
inteligência artificial grátis,Broad match,2,0,USD,0.0,ai software,0.0,2
inteligencia artificial crear,Broad match,2,0,USD,0.0,ai software,0.0,2
gaama ai,Broad match,2,0,USD,0.0,AI software tools,0.0,2
karedo ai,Broad match,2,0,USD,0.0,AI software tools,0.0,2
harper ai,Broad match,2,0,USD,0.0,AI development tools,0.0,2
poly ai online gratis,Broad match,2,0,USD,0.0,ai apps,0.0,2
ia que cria videos gratis,Broad match,2,0,USD,0.0,ai programs,0.0,2
best ai to help with coding,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
ia software,Exact match (close variant),2,0,USD,0.0,ai software,0.0,2
snippets code,Broad match,2,0,USD,0.0,AI code optimization,0.0,2
ai similar to chatgpt for coding,Phrase match (close variant),2,0,USD,0.0,ai programs,0.0,2
openai developer,Broad match,2,0,USD,0.0,ai software,0.0,2
ai like gpt,Broad match,2,0,USD,0.0,ai software,0.0,2
ai lab,Broad match,2,0,USD,0.0,AI software tools,0.0,2
ai ui generator,Broad match,2,0,USD,0.0,ai apps,0.0,2
ai article writer free no sign up,Broad match,2,0,USD,0.0,AI software tools,0.0,2
openai_api_key,Broad match,2,0,USD,0.0,coding ai,0.0,2
ia para montar apresentação de slides,Broad match,2,0,USD,0.0,ai software,0.0,2
replit ia,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
visual studio ai extension,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
ia para programar c#,Broad match,2,1,USD,0.63,ai programs,0.5,1
code ai chat,Phrase match (close variant),2,0,USD,0.0,coding ai,0.0,2
react ai,Broad match,2,0,USD,0.0,AI development tools,0.0,2
code ai generator python,Phrase match (close variant),2,0,USD,0.0,ai tools,0.0,2
ia para mejorar diseños,Broad match,2,0,USD,0.0,AI development aid,0.0,2
blackbox i,Broad match,2,0,USD,0.0,AI coding tools,0.0,2
https cursor ai,Broad match,2,0,USD,0.0,ai tools,0.0,2
ia para gerar diagramas,Broad match,2,0,USD,0.0,ai programs,0.0,2
free chat gpt for coding,Broad match,2,1,USD,0.53,ai programs,0.5,1
consensus ai,Broad match,2,0,USD,0.0,ai apps,0.0,2
deep code ai,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
ai toolkit,Broad match,2,0,USD,0.0,ai software,0.0,2
reimagine ai free,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
useblackbox,Broad match,2,0,USD,0.0,coding ai,0.0,2
kroma ai,Broad match,2,0,USD,0.0,ai tools,0.0,2
ai apps free,Broad match,2,0,USD,0.0,ai software,0.0,2
c code generator ai,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
sketch2cod,Broad match,2,0,USD,0.0,AI coding tools,0.0,2
document ai,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
research rabbit,Broad match,2,0,USD,0.0,ai tools,0.0,2
unity c# ai,Phrase match (close variant),2,0,USD,0.0,ai programs,0.0,2
ppt ai,Broad match,2,0,USD,0.0,ai software,0.0,2
ai generate code,Broad match,2,0,USD,0.0,ai software,0.0,2
ia videos,Broad match,2,0,USD,0.0,ai apps,0.0,2
chatgpt prompts for software testing,Broad match,2,0,USD,0.0,ai software,0.0,2
generative ai software,Phrase match,2,0,USD,0.0,ai software,0.0,2
ecraft2learn,Broad match,2,0,USD,0.0,artificial intelligence programming,0.0,2
free coding ai like chatgpt,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
plataformas ia,Broad match,2,1,USD,0.1,ai software,0.5,1
net core ai,Broad match,2,0,USD,0.0,AI development tools,0.0,2
ai para excel,Broad match,2,0,USD,0.0,ai software,0.0,2
codota,Broad match,2,0,USD,0.0,ai software,0.0,2
code analysis,Broad match,2,0,USD,0.0,AI code analysis,0.0,2
code snippet,Broad match,2,0,USD,0.0,AI code optimization,0.0,2
solidpoint ai,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
generador de imagen ia,Broad match,2,1,USD,0.1,AI software helper,0.5,1
chatgpt for python code,Phrase match (close variant),2,0,USD,0.0,coding ai,0.0,2
lumen5 ai,Broad match,2,0,USD,0.0,AI project management,0.0,2
inteligencia artificial para codigos de programacao,Broad match,2,0,USD,0.0,coding ai,0.0,2
ai programming code generator,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
algorithmia,Phrase match (close variant),2,0,USD,0.0,ai software,0.0,2
sites de inteligencia artificial,Broad match,2,0,USD,0.0,ai apps,0.0,2
ia para hacer codigos de programacion,Broad match,2,0,USD,0.0,coding ai,0.0,2
aplicativos de inteligência artificial,Broad match,2,1,USD,0.28,ai software,0.5,1
ai model creator,Broad match,2,0,USD,0.0,AI project assistant,0.0,2
code gpt,Phrase match (close variant),2,0,USD,0.0,coding ai,0.0,2
html ai,Broad match,2,0,USD,0.0,ai software,0.0,2
pix2code,Broad match,2,0,USD,0.0,coding ai,0.0,2
programar con inteligencia artificial,Broad match,2,0,USD,0.0,ai software,0.0,2
rabbit ai,Phrase match (close variant),2,0,USD,0.0,AI software tools,0.0,2
neevo ai,Broad match,2,0,USD,0.0,ai software,0.0,2
ia de apresentações,Broad match,2,0,USD,0.0,ai software,0.0,2
automated junit test case generation,Broad match,2,0,USD,0.0,AI unit testing,0.0,2
ia para criar planilhas no excel,Broad match,2,0,USD,0.0,ai software,0.0,2
robocoders ai,Broad match,2,0,USD,0.0,ai software,0.0,2
generate angular unit test automatically,Broad match,2,0,USD,0.0,AI unit testing,0.0,2
